,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
3308,High Loan Amount,21.0,12.0,3.0,2.0,1.0,10.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,65,1,employer,no,gold,2,2,condominium,Johor,9,33.50857928944758,Reject
3309,Low Loan Amount,15.0,15.0,4.0,4.0,1.0,10.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1332,7,government,no,normal,4,1,bungalow,Penang,9,30.83721430555169,Reject
3310,Average Loan Amount,10.0,14.0,3.0,2.0,1.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2105,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,8,24.538053063329045,Reject
3311,Low Loan Amount,20.0,18.0,5.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1659,4,employee,yes,normal,5,2,terrace,Johor,6,38.00841159112973,Reject
3312,Average Loan Amount,19.0,12.0,3.0,2.0,3.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,795,6,employee,yes,normal,2,1,bungalow,Kuala Lumpur,7,31.08775012698799,Reject
3313,High Loan Amount,21.0,14.0,4.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,High Income for Join Application,2152,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,7,35.711576948365966,Reject
3314,High Loan Amount,14.0,15.0,2.0,2.0,2.0,11.0,1.0,Low Salary,Average Sum of Loan,High Income for Join Application,1167,6,Fresh_Graduate,yes,normal,3,1,flat,Kuala Lumpur,7,29.945415909090936,Reject
3315,Average Loan Amount,15.0,6.0,2.0,2.0,1.0,10.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,113,6,employer,no,normal,2,1,condominium,Johor,8,21.87095183845866,Reject
3316,Average Loan Amount,13.0,12.0,4.0,2.0,3.0,10.0,1.0,Average Salary,High Sum of Loan,High Income for Join Application,713,6,employee,no,normal,2,2,condominium,Kuala Lumpur,6,26.236392790788315,Reject
3317,High Loan Amount,11.0,10.0,2.0,2.0,3.0,10.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,2229,1,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,21.595392524627094,Reject
3318,Average Loan Amount,11.0,15.0,2.0,2.0,5.0,11.0,1.0,Average Salary,High Sum of Loan,Low Income for Join Application,1131,6,Fresh_Graduate,no,gold,3,2,flat,Kuala Lumpur,9,26.16946554359516,Reject
3319,High Loan Amount,17.0,15.0,2.0,2.0,4.0,11.0,1.0,Average Salary,Average Sum of Loan,High Income for Join Application,1160,6,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,7,32.34356416259134,Reject
3320,Average Loan Amount,23.0,17.0,5.0,2.0,3.0,10.0,1.0,Average Salary,Average Sum of Loan,High Income for Join Application,1846,5,Fresh_Graduate,yes,normal,6,2,terrace,N.Sembilan,8,40.72710934234534,Reject
3321,Average Loan Amount,16.0,15.0,4.0,2.0,1.0,10.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,1364,7,government,no,normal,4,3,bungalow,Penang,7,32.669529346162925,Reject
3322,High Loan Amount,12.0,17.0,4.0,5.0,2.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,1961,7,Fresh_Graduate,no,normal,6,2,condominium,Sarawak,8,29.573287932867558,Reject
3323,High Loan Amount,12.0,15.0,2.0,2.0,5.0,10.0,1.0,Low Salary,Average Sum of Loan,High Income for Join Application,1132,6,Fresh_Graduate,no,normal,3,1,flat,Kuala Lumpur,6,27.40439670397506,Reject
3324,Average Loan Amount,13.0,11.0,4.0,2.0,1.0,10.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,934,7,Self_Employed,yes,normal,2,1,terrace,Kuala Lumpur,6,25.0,Reject
3325,Average Loan Amount,14.0,15.0,2.0,2.0,5.0,11.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,2339,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,6,29.59489692280177,Reject
3326,High Loan Amount,20.0,17.0,4.0,2.0,1.0,12.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1488,3,government,yes,gold,4,2,bungalow,Penang,8,37.09603660160483,Reject
3327,Low Loan Amount,18.0,11.0,5.0,2.0,2.0,10.0,1.0,Low Salary,Low Sum of Loan,High Income for Join Application,609,4,employee,yes,normal,2,2,condominium,Selangor,6,29.997948805860716,Reject
3328,Average Loan Amount,16.0,6.0,2.0,2.0,1.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,138,6,employer,no,platinum,2,2,condominium,Johor,8,22.96871690180779,Reject
3329,Average Loan Amount,17.0,9.0,6.0,2.0,1.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,445,3,government,no,normal,2,1,condominium,Selangor,6,26.510826969370438,Reject
3330,Low Loan Amount,21.0,7.0,2.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,57,1,employer,no,normal,2,2,condominium,Johor,9,29.303566499599583,Reject
3331,Average Loan Amount,22.0,8.0,5.0,2.0,4.0,10.0,1.0,High Salary,High Sum of Loan,High Income for Join Application,1818,5,Fresh_Graduate,no,normal,6,1,terrace,N.Sembilan,6,31.484780144001018,Reject
3332,Average Loan Amount,19.0,9.0,6.0,2.0,1.0,10.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,450,3,government,no,gold,2,1,condominium,Selangor,6,28.080346963848143,Reject
3333,Average Loan Amount,16.0,16.0,3.0,2.0,2.0,10.0,1.0,High Salary,Low Sum of Loan,Low Income for Join Application,1682,4,employee,yes,normal,5,2,terrace,Johor,6,33.26080824033516,Reject
3334,High Loan Amount,15.0,18.0,3.0,2.0,1.0,13.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1764,7,employee,no,gold,6,1,terrace,Kuala Lumpur,6,33.04185402628118,Reject
3335,Average Loan Amount,20.0,12.0,2.0,3.0,1.0,12.0,2.0,High Salary,Low Sum of Loan,Average Income for Join Application,561,6,Self_Employed,yes,gold,2,1,condominium,Selangor,8,32.611077517223144,Reject
3336,Low Loan Amount,17.0,7.0,6.0,2.0,2.0,11.0,3.0,High Salary,Average Sum of Loan,Low Income for Join Application,244,2,Self_Employed,no,gold,2,1,condominium,Johor,8,24.125233570432826,Reject
3337,Low Loan Amount,15.0,16.0,4.0,4.0,1.0,10.0,1.0,High Salary,Low Sum of Loan,High Income for Join Application,1268,2,Self_Employed,no,normal,4,2,bungalow,Penang,8,31.320352769343497,Reject
3338,Low Loan Amount,16.0,17.0,4.0,2.0,1.0,11.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1498,3,government,no,normal,4,1,bungalow,Penang,8,33.43021682642841,Reject
3339,Average Loan Amount,20.0,14.0,3.0,2.0,1.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1564,6,Self_Employed,yes,gold,5,2,bungalow,Penang,8,34.48601550297754,Reject
3340,Low Loan Amount,21.0,5.0,2.0,2.0,2.0,10.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,68,1,employer,no,normal,2,2,condominium,Johor,9,27.63762255024474,Reject
3341,High Loan Amount,17.0,14.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2346,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,7,31.875391148994723,Reject
3342,Average Loan Amount,24.0,18.0,3.0,2.0,1.0,10.0,3.0,Average Salary,Low Sum of Loan,Low Income for Join Application,1671,4,employee,no,gold,5,1,terrace,Johor,9,42.0,Reject
3343,High Loan Amount,18.0,15.0,6.0,5.0,4.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,1923,7,Fresh_Graduate,no,normal,6,2,condominium,Sabah,7,34.46991531092142,Reject
3344,High Loan Amount,12.0,15.0,3.0,2.0,2.0,10.0,2.0,High Salary,Average Sum of Loan,Average Income for Join Application,754,6,employee,no,normal,2,2,condominium,Kuala Lumpur,9,27.218678129399848,Reject
3345,High Loan Amount,18.0,10.0,3.0,3.0,1.0,12.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,578,6,Self_Employed,yes,gold,2,2,condominium,Selangor,6,28.44323184871923,Reject
3346,Average Loan Amount,20.0,15.0,3.0,2.0,1.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,1682,4,employee,yes,normal,5,2,terrace,Johor,6,36.18972102979056,Reject
3347,Low Loan Amount,15.0,5.0,2.0,2.0,2.0,10.0,2.0,High Salary,High Sum of Loan,High Income for Join Application,2,1,employer,no,normal,2,2,condominium,Johor,7,20.57007019395383,Reject
3348,Average Loan Amount,16.0,6.0,2.0,2.0,1.0,10.0,2.0,Average Salary,Low Sum of Loan,Average Income for Join Application,192,6,employer,no,normal,2,1,condominium,Johor,8,22.248014220117376,Reject
3349,High Loan Amount,18.0,15.0,3.0,2.0,1.0,10.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,1571,6,Self_Employed,yes,normal,5,1,bungalow,Penang,8,33.44990805954184,Reject
3350,Average Loan Amount,12.0,15.0,4.0,3.0,1.0,11.0,1.0,Average Salary,High Sum of Loan,Low Income for Join Application,1391,5,government,no,normal,4,2,bungalow,Penang,6,28.611347201370155,Reject
3351,Average Loan Amount,20.0,19.0,5.0,2.0,3.0,10.0,1.0,High Salary,High Sum of Loan,High Income for Join Application,1836,5,Fresh_Graduate,no,normal,6,1,terrace,N.Sembilan,7,39.508948595604096,Reject
3352,Average Loan Amount,20.0,18.0,3.0,2.0,1.0,11.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,1702,7,employee,no,normal,5,1,terrace,Johor,9,38.72620869248589,Reject
3353,Low Loan Amount,16.0,14.0,4.0,2.0,1.0,11.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,982,7,Self_Employed,no,normal,2,1,flat,Kuala Lumpur,8,30.43009480290854,Reject
3354,Low Loan Amount,21.0,16.0,4.0,3.0,2.0,10.0,3.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1329,7,government,yes,normal,4,1,bungalow,Penang,9,37.70392910234542,Reject
3355,Average Loan Amount,14.0,7.0,4.0,2.0,2.0,11.0,1.0,High Salary,Low Sum of Loan,Low Income for Join Application,247,2,Self_Employed,no,gold,2,1,condominium,Johor,8,21.480239193399434,Reject
3356,Average Loan Amount,19.0,15.0,2.0,2.0,5.0,10.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,1072,1,Fresh_Graduate,no,normal,3,1,flat,Kuala Lumpur,7,34.949140440052425,Reject
3357,Low Loan Amount,21.0,16.0,2.0,4.0,1.0,10.0,2.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1330,7,government,no,normal,4,1,bungalow,Penang,8,37.98483080097894,Reject
3358,Average Loan Amount,23.0,19.0,5.0,5.0,1.0,10.0,2.0,Low Salary,Average Sum of Loan,Low Income for Join Application,1963,7,Fresh_Graduate,no,normal,6,2,condominium,Terengganu,6,42.0,Reject
3359,Average Loan Amount,18.0,15.0,3.0,2.0,2.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,2289,1,Fresh_Graduate,yes,normal,3,3,terrace,Kuala Lumpur,7,33.41538761327528,Reject
3360,Average Loan Amount,19.0,15.0,2.0,2.0,5.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,2294,1,Fresh_Graduate,yes,normal,3,1,terrace,Kuala Lumpur,9,34.12073134000216,Reject
3361,Low Loan Amount,14.0,14.0,3.0,2.0,1.0,10.0,1.0,High Salary,Low Sum of Loan,Low Income for Join Application,1641,4,employee,no,normal,5,1,terrace,Johor,8,29.190978657957274,Reject
3362,High Loan Amount,20.0,16.0,3.0,2.0,1.0,10.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,1581,6,Self_Employed,yes,normal,5,1,bungalow,Penang,8,36.720082895913755,Reject
3363,Average Loan Amount,21.0,17.0,3.0,2.0,1.0,10.0,1.0,Low Salary,High Sum of Loan,Low Income for Join Application,1677,4,employee,yes,normal,5,1,terrace,Johor,6,38.36070763729825,Reject
3364,Average Loan Amount,18.0,14.0,4.0,2.0,1.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,922,7,Self_Employed,no,normal,2,1,terrace,Kuala Lumpur,7,32.77893662854627,Reject
3365,Low Loan Amount,18.0,16.0,3.0,4.0,1.0,10.0,2.0,Low Salary,Low Sum of Loan,Low Income for Join Application,1273,2,Self_Employed,yes,normal,4,2,bungalow,Penang,7,34.913589115202385,Reject
3366,Average Loan Amount,23.0,19.0,4.0,5.0,3.0,10.0,1.0,High Salary,Average Sum of Loan,Average Income for Join Application,1967,7,Fresh_Graduate,no,normal,6,1,condominium,Sarawak,6,42.0,Reject
3367,Low Loan Amount,22.0,9.0,2.0,2.0,1.0,10.0,1.0,Average Salary,High Sum of Loan,Average Income for Join Application,153,6,employer,no,normal,2,2,condominium,Johor,7,31.34687935306642,Reject
3368,Low Loan Amount,14.0,17.0,3.0,2.0,1.0,11.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,1593,6,Self_Employed,yes,normal,5,2,bungalow,Penang,6,31.98654057992831,Reject
3369,High Loan Amount,11.0,7.0,3.0,2.0,2.0,11.0,1.0,Low Salary,Average Sum of Loan,Low Income for Join Application,263,2,Self_Employed,yes,gold,2,2,condominium,Johor,7,18.053858206998026,Reject
3370,Average Loan Amount,13.0,16.0,3.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1553,6,Self_Employed,yes,normal,5,2,bungalow,Penang,6,29.240418827646884,Reject
3371,Low Loan Amount,19.0,7.0,6.0,2.0,2.0,11.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,297,2,Self_Employed,no,normal,2,1,condominium,Johor,7,26.753187335913402,Reject
3372,Average Loan Amount,14.0,14.0,4.0,2.0,1.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,948,7,Self_Employed,yes,normal,2,2,terrace,Kuala Lumpur,6,28.807993894906076,Reject
3373,High Loan Amount,17.0,14.0,4.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2152,7,Self_Employed,yes,gold,2,2,flat,Kuala Lumpur,8,31.460443779504494,Reject
3374,Low Loan Amount,14.0,15.0,4.0,4.0,1.0,10.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1268,2,Self_Employed,no,normal,4,2,bungalow,Penang,8,30.18384153019223,Reject
3375,Average Loan Amount,19.0,14.0,4.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,2105,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,8,34.78411257070707,Reject
3376,Average Loan Amount,17.0,15.0,3.0,2.0,1.0,10.0,2.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1050,1,Fresh_Graduate,yes,normal,3,1,flat,Kuala Lumpur,6,32.42649008057937,Reject
3377,Average Loan Amount,10.0,16.0,3.0,2.0,2.0,10.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,1522,6,Self_Employed,yes,normal,5,3,bungalow,Penang,8,26.81625822457991,Reject
3378,Average Loan Amount,15.0,15.0,2.0,2.0,5.0,11.0,2.0,Average Salary,High Sum of Loan,Average Income for Join Application,1114,6,Fresh_Graduate,no,gold,3,2,flat,Kuala Lumpur,7,30.174351289365017,Reject
3379,Average Loan Amount,19.0,12.0,4.0,2.0,3.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,739,6,employee,no,normal,2,1,condominium,Kuala Lumpur,6,31.95357652025976,Reject
3380,Average Loan Amount,14.0,15.0,2.0,2.0,2.0,10.0,1.0,Low Salary,Average Sum of Loan,High Income for Join Application,1016,1,Fresh_Graduate,no,normal,3,2,flat,Kuala Lumpur,6,29.452028323129632,Reject
3381,High Loan Amount,18.0,17.0,6.0,5.0,4.0,10.0,2.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1926,7,Fresh_Graduate,no,normal,6,1,condominium,Sabah,7,35.97284909189936,Reject
3382,Low Loan Amount,15.0,17.0,3.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1511,6,Self_Employed,no,normal,5,3,bungalow,Penang,6,32.34633420281895,Reject
3383,Low Loan Amount,18.0,15.0,2.0,2.0,5.0,10.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,2296,2,Fresh_Graduate,no,normal,3,1,terrace,Kuala Lumpur,8,33.758185011076534,Reject
3384,High Loan Amount,21.0,15.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,Average Income for Join Application,1064,1,Fresh_Graduate,yes,normal,3,1,flat,Kuala Lumpur,6,36.76972864177017,Reject
3385,Low Loan Amount,16.0,11.0,5.0,2.0,2.0,10.0,1.0,High Salary,Low Sum of Loan,Low Income for Join Application,604,4,employee,yes,normal,2,1,condominium,Selangor,6,27.716416462638684,Reject
3386,Low Loan Amount,21.0,15.0,3.0,2.0,1.0,11.0,1.0,Average Salary,Low Sum of Loan,Average Income for Join Application,1683,4,employee,no,normal,5,2,terrace,Johor,6,36.47034643720754,Reject
3387,High Loan Amount,16.0,14.0,2.0,2.0,5.0,11.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,2344,6,Fresh_Graduate,yes,normal,3,2,terrace,Kuala Lumpur,6,30.757846857938368,Reject
3388,Low Loan Amount,14.0,5.0,2.0,2.0,1.0,10.0,1.0,High Salary,Average Sum of Loan,High Income for Join Application,33,1,employer,yes,normal,2,1,condominium,Johor,7,19.37502768258223,Reject
3389,High Loan Amount,19.0,14.0,4.0,2.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,High Income for Join Application,2151,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,7,33.88586391643775,Reject
3390,High Loan Amount,20.0,12.0,2.0,2.0,1.0,10.0,1.0,Low Salary,Average Sum of Loan,Average Income for Join Application,62,1,employer,yes,gold,2,1,condominium,Johor,9,33.122861558488594,Reject
3391,Average Loan Amount,20.0,10.0,3.0,2.0,1.0,11.0,1.0,High Salary,High Sum of Loan,Average Income for Join Application,521,6,Self_Employed,yes,normal,2,2,condominium,Selangor,6,30.0,Reject
3392,Average Loan Amount,18.0,15.0,4.0,2.0,1.0,12.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1477,3,government,yes,normal,4,1,bungalow,Penang,8,33.48254452187324,Reject
3393,High Loan Amount,22.0,13.0,4.0,2.0,1.0,13.0,2.0,Average Salary,Average Sum of Loan,Average Income for Join Application,887,5,employee,no,normal,2,2,terrace,Kuala Lumpur,8,35.0,Reject
3394,High Loan Amount,21.0,18.0,3.0,2.0,1.0,11.0,3.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1755,7,employee,no,gold,6,2,terrace,Kuala Lumpur,6,39.56474334940287,Reject
3395,Average Loan Amount,16.0,13.0,4.0,2.0,1.0,12.0,2.0,Low Salary,Average Sum of Loan,Low Income for Join Application,2020,5,employee,no,normal,2,2,flat,Kuala Lumpur,7,29.29143969243535,Reject
3396,Low Loan Amount,13.0,18.0,6.0,4.0,1.0,10.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,1955,7,Fresh_Graduate,no,normal,6,2,condominium,Sarawak,6,31.88145077967502,Reject
3397,Low Loan Amount,12.0,14.0,4.0,2.0,1.0,10.0,1.0,High Salary,Low Sum of Loan,Average Income for Join Application,1525,6,Self_Employed,yes,normal,5,2,bungalow,Penang,8,27.0,Reject
3398,Average Loan Amount,15.0,15.0,2.0,2.0,2.0,10.0,2.0,Low Salary,Low Sum of Loan,Average Income for Join Application,1057,1,Fresh_Graduate,yes,normal,3,1,flat,Kuala Lumpur,9,30.16372320360665,Reject
3399,Low Loan Amount,13.0,9.0,2.0,2.0,1.0,12.0,2.0,Low Salary,High Sum of Loan,Average Income for Join Application,543,6,Self_Employed,yes,normal,2,2,condominium,Selangor,7,23.120183514058063,Reject
3400,Low Loan Amount,14.0,15.0,2.0,2.0,5.0,11.0,2.0,High Salary,High Sum of Loan,Average Income for Join Application,2303,6,Fresh_Graduate,no,normal,3,2,terrace,Kuala Lumpur,8,29.712198436109883,Reject
3401,Average Loan Amount,20.0,13.0,4.0,2.0,1.0,12.0,2.0,High Salary,High Sum of Loan,Low Income for Join Application,2035,5,employee,yes,normal,2,1,flat,Kuala Lumpur,9,33.0,Reject
3402,Average Loan Amount,13.0,14.0,3.0,2.0,1.0,10.0,2.0,Average Salary,Low Sum of Loan,Average Income for Join Application,1525,6,Self_Employed,yes,normal,5,3,bungalow,Penang,7,28.545911696564943,Reject
3403,Average Loan Amount,10.0,13.0,4.0,2.0,1.0,11.0,1.0,Average Salary,Average Sum of Loan,Average Income for Join Application,852,5,employee,no,normal,2,1,terrace,Kuala Lumpur,7,23.73952646207853,Reject
3404,Average Loan Amount,16.0,10.0,3.0,2.0,1.0,12.0,2.0,High Salary,Low Sum of Loan,High Income for Join Application,512,6,Self_Employed,no,normal,2,2,condominium,Selangor,8,26.53480416307019,Reject
3405,Average Loan Amount,18.0,19.0,5.0,2.0,4.0,10.0,1.0,High Salary,Average Sum of Loan,High Income for Join Application,1825,5,Fresh_Graduate,yes,normal,6,1,terrace,N.Sembilan,7,37.31211589012008,Reject
3406,High Loan Amount,19.0,12.0,4.0,2.0,1.0,13.0,2.0,Low Salary,Average Sum of Loan,High Income for Join Application,812,5,employee,no,normal,2,1,bungalow,Kuala Lumpur,8,31.750519808885333,Reject
3407,Average Loan Amount,12.0,14.0,4.0,2.0,1.0,10.0,1.0,Low Salary,Low Sum of Loan,Average Income for Join Application,2193,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,9,26.922608665313923,Reject
3408,Average Loan Amount,18.0,19.0,3.0,2.0,4.0,10.0,2.0,High Salary,Average Sum of Loan,High Income for Join Application,1825,5,Fresh_Graduate,yes,normal,6,1,terrace,N.Sembilan,7,37.475840829273835,Reject
3409,Average Loan Amount,23.0,14.0,2.0,2.0,5.0,10.0,2.0,Low Salary,Average Sum of Loan,High Income for Join Application,1020,1,Fresh_Graduate,yes,normal,3,2,flat,Kuala Lumpur,6,38.24023895565386,Reject
